id,tanggal,nama_komoditas,harga
2,2025-01-01,Tepung Terigu,11548.637452
3,2025-01-01,Daging Ayam Ras,46021.106215
4,2025-01-01,Daging Sapi,161298.675372
5,2025-01-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,40096.342194
6,2025-01-01,Susu Bubuk,101282.779464
7,2025-01-01,Susu Kental Manis,12670.377901
8,2025-01-01,Telur Ayam Ras,29928.585936
9,2025-01-01,Minyak Goreng,18417.27663
10,2025-01-01,Tomat,11944.849942
11,2025-01-01,Cabai Merah,56651.037917
12,2025-01-01,Cabai Rawit,63211.225822
13,2025-01-01,Bawang Merah,33410.357406
14,2025-01-01,Bawang Putih,40392.231907
15,2025-01-01,Tahu Mentah,13385.59794
16,2025-01-01,Tempe,15292.028284
17,2025-01-01,Gula Pasir,18352.41618
18,2025-01-01,Susu Bubuk Untuk Balita,48735.866066
19,2025-01-01,Susu Bubuk Untuk Bayi,74043.235331
20,2025-01-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-01-01,Emas Perhiasan,1258459.64832
1,2025-02-01,Beras,16380.738516
2,2025-02-01,Tepung Terigu,11525.705386
3,2025-02-01,Daging Ayam Ras,44488.240105
4,2025-02-01,Daging Sapi,161311.840608
5,2025-02-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,40000.0
6,2025-02-01,Susu Bubuk,99721.47977
7,2025-02-01,Susu Kental Manis,12569.398662
8,2025-02-01,Telur Ayam Ras,29101.830477
9,2025-02-01,Minyak Goreng,18382.949985
10,2025-02-01,Tomat,11870.086366
11,2025-02-01,Cabai Merah,57433.725851
12,2025-02-01,Cabai Rawit,70777.704889
13,2025-02-01,Bawang Merah,30593.141342
14,2025-02-01,Bawang Putih,40000.0
15,2025-02-01,Tahu Mentah,13385.59794
16,2025-02-01,Tempe,15292.028284
17,2025-02-01,Gula Pasir,18396.155464
18,2025-02-01,Susu Bubuk Untuk Balita,48637.405733
19,2025-02-01,Susu Bubuk Untuk Bayi,74208.22216
20,2025-02-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-02-01,Emas Perhiasan,1350626.607665
1,2025-03-01,Beras,16404.638129
2,2025-03-01,Tepung Terigu,11458.822517
3,2025-03-01,Daging Ayam Ras,47699.833816
4,2025-03-01,Daging Sapi,161305.257856
5,2025-03-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,43736.235575
6,2025-03-01,Susu Bubuk,99692.473028
7,2025-03-01,Susu Kental Manis,12569.951138
8,2025-03-01,Telur Ayam Ras,28701.131839
9,2025-03-01,Minyak Goreng,18479.733101
10,2025-03-01,Tomat,12146.140803
11,2025-03-01,Cabai Merah,47699.386331
12,2025-03-01,Cabai Rawit,56669.30887
13,2025-03-01,Bawang Merah,30248.046564
14,2025-03-01,Bawang Putih,41214.257075
15,2025-03-01,Tahu Mentah,13385.59794
16,2025-03-01,Tempe,15292.028284
17,2025-03-01,Gula Pasir,18539.051021
18,2025-03-01,Susu Bubuk Untuk Balita,48769.260679
19,2025-03-01,Susu Bubuk Untuk Bayi,74479.622737
20,2025-03-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-03-01,Emas Perhiasan,1402927.363343
1,2025-04-01,Beras,17129.178034
2,2025-04-01,Tepung Terigu,11448.823535
3,2025-04-01,Daging Ayam Ras,47421.238887
4,2025-04-01,Daging Sapi,162764.476165
5,2025-04-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,46556.431474
6,2025-04-01,Susu Bubuk,99692.473028
7,2025-04-01,Susu Kental Manis,12571.992395
8,2025-04-01,Telur Ayam Ras,28660.127481
9,2025-04-01,Minyak Goreng,18435.223865
10,2025-04-01,Tomat,12704.611088
11,2025-04-01,Cabai Merah,61455.377106
12,2025-04-01,Cabai Rawit,48666.928044
13,2025-04-01,Bawang Merah,34963.226243
14,2025-04-01,Bawang Putih,42793.75004
15,2025-04-01,Tahu Mentah,13385.59794
16,2025-04-01,Tempe,15292.028284
17,2025-04-01,Gula Pasir,18564.799208
18,2025-04-01,Susu Bubuk Untuk Balita,48761.805406
19,2025-04-01,Susu Bubuk Untuk Bayi,74381.662137
20,2025-04-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-04-01,Emas Perhiasan,1581867.992453
1,2025-05-01,Beras,17116.878783
2,2025-05-01,Tepung Terigu,11537.548
3,2025-05-01,Daging Ayam Ras,47976.603615
4,2025-05-01,Daging Sapi,162764.476165
5,2025-05-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,50000.0
6,2025-05-01,Susu Bubuk,99480.377143
7,2025-05-01,Susu Kental Manis,12433.265834
8,2025-05-01,Telur Ayam Ras,28256.15391
9,2025-05-01,Minyak Goreng,18409.924499
10,2025-05-01,Tomat,14141.715337
11,2025-05-01,Cabai Merah,39330.072603
12,2025-05-01,Cabai Rawit,35916.046782
13,2025-05-01,Bawang Merah,32493.180146
14,2025-05-01,Bawang Putih,38994.753165
15,2025-05-01,Tahu Mentah,13385.59794
16,2025-05-01,Tempe,15292.028284
17,2025-05-01,Gula Pasir,18676.242721
18,2025-05-01,Susu Bubuk Untuk Balita,48788.883086
19,2025-05-01,Susu Bubuk Untuk Bayi,74532.833025
20,2025-05-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-05-01,Emas Perhiasan,1582117.272489
1,2025-06-01,Beras,17127.123523
2,2025-06-01,Tepung Terigu,11500.20655
3,2025-06-01,Daging Ayam Ras,45806.168054
4,2025-06-01,Daging Sapi,162764.476165
5,2025-06-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,47434.164903
6,2025-06-01,Susu Bubuk,99466.6945
7,2025-06-01,Susu Kental Manis,12383.40713
8,2025-06-01,Telur Ayam Ras,27264.321324
9,2025-06-01,Minyak Goreng,18364.829186
10,2025-06-01,Tomat,14555.791785
11,2025-06-01,Cabai Merah,30002.291848
12,2025-06-01,Cabai Rawit,35367.901969
13,2025-06-01,Bawang Merah,32184.08275
14,2025-06-01,Bawang Putih,35223.108966
15,2025-06-01,Tahu Mentah,13385.59794
16,2025-06-01,Tempe,15292.028284
17,2025-06-01,Gula Pasir,18651.770773
18,2025-06-01,Susu Bubuk Untuk Balita,48393.614733
19,2025-06-01,Susu Bubuk Untuk Bayi,74347.001064
20,2025-06-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-06-01,Emas Perhiasan,1604051.696457
1,2025-07-01,Beras,17161.005857
2,2025-07-01,Tepung Terigu,11662.599719
3,2025-07-01,Daging Ayam Ras,47814.06006
4,2025-07-01,Daging Sapi,161590.775668
5,2025-07-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,47826.459711
6,2025-07-01,Susu Bubuk,99388.330237
7,2025-07-01,Susu Kental Manis,12538.304059
8,2025-07-01,Telur Ayam Ras,27563.902461
9,2025-07-01,Minyak Goreng,18448.962127
10,2025-07-01,Tomat,14648.052868
11,2025-07-01,Cabai Merah,31016.993674
12,2025-07-01,Cabai Rawit,38727.994605
13,2025-07-01,Bawang Merah,38357.83754
14,2025-07-01,Bawang Putih,33931.131847
15,2025-07-01,Tahu Mentah,13385.59794
16,2025-07-01,Tempe,15292.028284
17,2025-07-01,Gula Pasir,18169.323753
18,2025-07-01,Susu Bubuk Untuk Balita,48356.517263
19,2025-07-01,Susu Bubuk Untuk Bayi,74116.033266
20,2025-07-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-07-01,Emas Perhiasan,1601581.268327
1,2025-08-01,Beras,17211.981357
2,2025-08-01,Tepung Terigu,11645.811727
3,2025-08-01,Daging Ayam Ras,49856.156591
4,2025-08-01,Daging Sapi,161298.675372
5,2025-08-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,48063.007773
6,2025-08-01,Susu Bubuk,99388.330237
7,2025-08-01,Susu Kental Manis,12630.441798
8,2025-08-01,Telur Ayam Ras,29593.10725
9,2025-08-01,Minyak Goreng,18470.008153
10,2025-08-01,Tomat,14364.604775
11,2025-08-01,Cabai Merah,39434.792355
12,2025-08-01,Cabai Rawit,43969.559486
13,2025-08-01,Bawang Merah,45714.684765
14,2025-08-01,Bawang Putih,34109.671962
15,2025-08-01,Tahu Mentah,13385.59794
16,2025-08-01,Tempe,15292.028284
17,2025-08-01,Gula Pasir,17775.530121
18,2025-08-01,Susu Bubuk Untuk Balita,48356.517263
19,2025-08-01,Susu Bubuk Untuk Bayi,74104.637856
20,2025-08-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-08-01,Emas Perhiasan,1619138.930618
1,2025-09-01,Beras,17263.483654
2,2025-09-01,Tepung Terigu,11598.749873
3,2025-09-01,Daging Ayam Ras,50169.591357
4,2025-09-01,Daging Sapi,161298.675372
5,2025-09-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,50599.251207
6,2025-09-01,Susu Bubuk,99863.282731
7,2025-09-01,Susu Kental Manis,12634.747455
8,2025-09-01,Telur Ayam Ras,29455.734923
9,2025-09-01,Minyak Goreng,18455.406167
10,2025-09-01,Tomat,13708.348385
11,2025-09-01,Cabai Merah,78853.102627
12,2025-09-01,Cabai Rawit,47394.185038
13,2025-09-01,Bawang Merah,36973.362753
14,2025-09-01,Bawang Putih,33930.636896
15,2025-09-01,Tahu Mentah,13385.59794
16,2025-09-01,Tempe,15292.028284
17,2025-09-01,Gula Pasir,17756.19513
18,2025-09-01,Susu Bubuk Untuk Balita,48249.167172
19,2025-09-01,Susu Bubuk Untuk Bayi,74050.927226
20,2025-09-01,Bahan Bakar Rumah Tangga,8606.422765
21,2025-09-01,Emas Perhiasan,1711570.566347
1,2025-10-01,Beras,17152.304124
2,2025-10-01,Tepung Terigu,11605.542008
3,2025-10-01,Daging Ayam Ras,49589.699984
4,2025-10-01,Daging Sapi,161298.675372
5,2025-10-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,50962.243825
6,2025-10-01,Susu Bubuk,99630.297273
7,2025-10-01,Susu Kental Manis,12640.235072
8,2025-10-01,Telur Ayam Ras,31083.462979
9,2025-10-01,Minyak Goreng,17928.423274
10,2025-10-01,Tomat,12867.59467
11,2025-10-01,Cabai Merah,87425.876779
12,2025-10-01,Cabai Rawit,42407.950059
13,2025-10-01,Bawang Merah,29057.266622
14,2025-10-01,Bawang Putih,33108.351507
15,2025-10-01,Tahu Mentah,13385.59794
16,2025-10-01,Tempe,15292.028284
17,2025-10-01,Gula Pasir,17739.702844
18,2025-10-01,Susu Bubuk Untuk Balita,46563.793177
19,2025-10-01,Susu Bubuk Untuk Bayi,74011.979994
20,2025-10-01,Bahan Bakar Rumah Tangga,7146.470515
21,2025-10-01,Emas Perhiasan,1970140.169114
1,2025-11-01,Beras,17137.009378
2,2025-11-01,Tepung Terigu,11606.139944
3,2025-11-01,Daging Ayam Ras,49569.710838
4,2025-11-01,Daging Sapi,161298.675372
5,2025-11-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,50000.0
6,2025-11-01,Susu Bubuk,99629.843542
7,2025-11-01,Susu Kental Manis,12647.945858
8,2025-11-01,Telur Ayam Ras,31168.99721
9,2025-11-01,Minyak Goreng,17848.21265
10,2025-11-01,Tomat,10918.78591
11,2025-11-01,Cabai Merah,75083.015843
12,2025-11-01,Cabai Rawit,39986.705978
13,2025-11-01,Bawang Merah,30745.639208
14,2025-11-01,Bawang Putih,33108.351507
15,2025-11-01,Tahu Mentah,13385.59794
16,2025-11-01,Tempe,15292.028284
17,2025-11-01,Gula Pasir,17855.830844
18,2025-11-01,Susu Bubuk Untuk Balita,44427.081511
19,2025-11-01,Susu Bubuk Untuk Bayi,74181.931185
20,2025-11-01,Bahan Bakar Rumah Tangga,6902.038767
21,2025-11-01,Emas Perhiasan,1987474.938549
1,2025-12-01,Beras,17164.765585
2,2025-12-01,Tepung Terigu,11647.545876
3,2025-12-01,Daging Ayam Ras,58355.339113
4,2025-12-01,Daging Sapi,161883.404936
5,2025-12-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,51943.005913
6,2025-12-01,Susu Bubuk,97349.726077
7,2025-12-01,Susu Kental Manis,11913.309466
8,2025-12-01,Telur Ayam Ras,32635.706404
9,2025-12-01,Minyak Goreng,17989.904249
10,2025-12-01,Tomat,10204.948416
11,2025-12-01,Cabai Merah,73837.457798
12,2025-12-01,Cabai Rawit,111657.512597
13,2025-12-01,Bawang Merah,41168.224898
14,2025-12-01,Bawang Putih,33344.912691
15,2025-12-01,Tahu Mentah,13439.438702
16,2025-12-01,Tempe,15037.59913
17,2025-12-01,Gula Pasir,17714.910032
18,2025-12-01,Susu Bubuk Untuk Balita,50561.195778
19,2025-12-01,Susu Bubuk Untuk Bayi,74017.417534
20,2025-12-01,Bahan Bakar Rumah Tangga,6902.038767
21,2025-12-01,Emas Perhiasan,2103513.396291
1,2026-01-01,Beras,17265.650916
2,2026-01-01,Tepung Terigu,11606.139944
3,2026-01-01,Daging Ayam Ras,57373.774169
4,2026-01-01,Daging Sapi,162764.476165
5,2026-01-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,50599.251207
6,2026-01-01,Susu Bubuk,97950.943147
7,2026-01-01,Susu Kental Manis,12188.378471
8,2026-01-01,Telur Ayam Ras,32402.776495
9,2026-01-01,Minyak Goreng,17954.746874
10,2026-01-01,Tomat,12219.841473
11,2026-01-01,Cabai Merah,46037.223579
12,2026-01-01,Cabai Rawit,100015.0177
13,2026-01-01,Bawang Merah,38122.320635
14,2026-01-01,Bawang Putih,34821.583286
15,2026-01-01,Tahu Mentah,13475.452803
16,2026-01-01,Tempe,14992.914338
17,2026-01-01,Gula Pasir,17696.055627
18,2026-01-01,Susu Bubuk Untuk Balita,50587.535425
19,2026-01-01,Susu Bubuk Untuk Bayi,77308.214205
20,2026-01-01,Bahan Bakar Rumah Tangga,6902.038767
21,2026-01-01,Emas Perhiasan,2209469.829052
1,2026-02-01,Beras,17220.151935
2,2026-02-01,Tepung Terigu,11425.615795
3,2026-02-01,Daging Ayam Ras,57828.06551
4,2026-02-01,Daging Sapi,165581.943831
5,2026-02-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,51409.439727
6,2026-02-01,Susu Bubuk,97604.736529
7,2026-02-01,Susu Kental Manis,12189.648242
8,2026-02-01,Telur Ayam Ras,31649.739544
9,2026-02-01,Minyak Goreng,18048.915372
10,2026-02-01,Tomat,15345.046349
11,2026-02-01,Cabai Merah,51126.09617
12,2026-02-01,Cabai Rawit,84890.923317
13,2026-02-01,Bawang Merah,34869.452188
14,2026-02-01,Bawang Putih,34645.661918
15,2026-02-01,Tahu Mentah,14045.559434
16,2026-02-01,Tempe,14992.914338
17,2026-02-01,Gula Pasir,17939.729092
18,2026-02-01,Susu Bubuk Untuk Balita,50634.611541
19,2026-02-01,Susu Bubuk Untuk Bayi,77318.889333
20,2026-02-01,Bahan Bakar Rumah Tangga,6902.038767
21,2026-02-01,Emas Perhiasan,2389871.758537
1,2026-03-01,Beras,17267.118347
2,2026-03-01,Tepung Terigu,11437.946683
3,2026-03-01,Daging Ayam Ras,59611.304391
4,2026-03-01,Daging Sapi,168447.226471
5,2026-03-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,51409.439727
6,2026-03-01,Susu Bubuk,97271.149958
7,2026-03-01,Susu Kental Manis,12202.875623
8,2026-03-01,Telur Ayam Ras,31199.785887
9,2026-03-01,Minyak Goreng,18137.652252
10,2026-03-01,Tomat,12455.283962
11,2026-03-01,Cabai Merah,42700.565888
12,2026-03-01,Cabai Rawit,78315.730677
13,2026-03-01,Bawang Merah,31447.932142
14,2026-03-01,Bawang Putih,34347.562457
15,2026-03-01,Tahu Mentah,14101.950411
16,2026-03-01,Tempe,14992.914338
17,2026-03-01,Gula Pasir,18502.762877
18,2026-03-01,Susu Bubuk Untuk Balita,50710.03616
19,2026-03-01,Susu Bubuk Untuk Bayi,76948.819761
20,2026-03-01,Bahan Bakar Rumah Tangga,7086.084473
21,2026-03-01,Emas Perhiasan,2323291.081218
1,2026-04-01,Beras,
2,2026-04-01,Tepung Terigu,
3,2026-04-01,Daging Ayam Ras,
4,2026-04-01,Daging Sapi,
5,2026-04-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-04-01,Susu Bubuk,
7,2026-04-01,Susu Kental Manis,
8,2026-04-01,Telur Ayam Ras,
9,2026-04-01,Minyak Goreng,
10,2026-04-01,Tomat,
11,2026-04-01,Cabai Merah,
12,2026-04-01,Cabai Rawit,
13,2026-04-01,Bawang Merah,
14,2026-04-01,Bawang Putih,
15,2026-04-01,Tahu Mentah,
16,2026-04-01,Tempe,
17,2026-04-01,Gula Pasir,
18,2026-04-01,Susu Bubuk Untuk Balita,
19,2026-04-01,Susu Bubuk Untuk Bayi,
20,2026-04-01,Bahan Bakar Rumah Tangga,
21,2026-04-01,Emas Perhiasan,
1,2026-05-01,Beras,
2,2026-05-01,Tepung Terigu,
3,2026-05-01,Daging Ayam Ras,
4,2026-05-01,Daging Sapi,
5,2026-05-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-05-01,Susu Bubuk,
7,2026-05-01,Susu Kental Manis,
8,2026-05-01,Telur Ayam Ras,
9,2026-05-01,Minyak Goreng,
10,2026-05-01,Tomat,
11,2026-05-01,Cabai Merah,
12,2026-05-01,Cabai Rawit,
13,2026-05-01,Bawang Merah,
14,2026-05-01,Bawang Putih,
15,2026-05-01,Tahu Mentah,
16,2026-05-01,Tempe,
17,2026-05-01,Gula Pasir,
18,2026-05-01,Susu Bubuk Untuk Balita,
19,2026-05-01,Susu Bubuk Untuk Bayi,
20,2026-05-01,Bahan Bakar Rumah Tangga,
21,2026-05-01,Emas Perhiasan,
1,2026-06-01,Beras,
2,2026-06-01,Tepung Terigu,
3,2026-06-01,Daging Ayam Ras,
4,2026-06-01,Daging Sapi,
5,2026-06-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-06-01,Susu Bubuk,
7,2026-06-01,Susu Kental Manis,
8,2026-06-01,Telur Ayam Ras,
9,2026-06-01,Minyak Goreng,
10,2026-06-01,Tomat,
11,2026-06-01,Cabai Merah,
12,2026-06-01,Cabai Rawit,
13,2026-06-01,Bawang Merah,
14,2026-06-01,Bawang Putih,
15,2026-06-01,Tahu Mentah,
16,2026-06-01,Tempe,
17,2026-06-01,Gula Pasir,
18,2026-06-01,Susu Bubuk Untuk Balita,
19,2026-06-01,Susu Bubuk Untuk Bayi,
20,2026-06-01,Bahan Bakar Rumah Tangga,
21,2026-06-01,Emas Perhiasan,
1,2026-07-01,Beras,
2,2026-07-01,Tepung Terigu,
3,2026-07-01,Daging Ayam Ras,
4,2026-07-01,Daging Sapi,
5,2026-07-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-07-01,Susu Bubuk,
7,2026-07-01,Susu Kental Manis,
8,2026-07-01,Telur Ayam Ras,
9,2026-07-01,Minyak Goreng,
10,2026-07-01,Tomat,
11,2026-07-01,Cabai Merah,
12,2026-07-01,Cabai Rawit,
13,2026-07-01,Bawang Merah,
14,2026-07-01,Bawang Putih,
15,2026-07-01,Tahu Mentah,
16,2026-07-01,Tempe,
17,2026-07-01,Gula Pasir,
18,2026-07-01,Susu Bubuk Untuk Balita,
19,2026-07-01,Susu Bubuk Untuk Bayi,
20,2026-07-01,Bahan Bakar Rumah Tangga,
21,2026-07-01,Emas Perhiasan,
1,2026-08-01,Beras,
2,2026-08-01,Tepung Terigu,
3,2026-08-01,Daging Ayam Ras,
4,2026-08-01,Daging Sapi,
5,2026-08-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-08-01,Susu Bubuk,
7,2026-08-01,Susu Kental Manis,
8,2026-08-01,Telur Ayam Ras,
9,2026-08-01,Minyak Goreng,
10,2026-08-01,Tomat,
11,2026-08-01,Cabai Merah,
12,2026-08-01,Cabai Rawit,
13,2026-08-01,Bawang Merah,
14,2026-08-01,Bawang Putih,
15,2026-08-01,Tahu Mentah,
16,2026-08-01,Tempe,
17,2026-08-01,Gula Pasir,
18,2026-08-01,Susu Bubuk Untuk Balita,
19,2026-08-01,Susu Bubuk Untuk Bayi,
20,2026-08-01,Bahan Bakar Rumah Tangga,
21,2026-08-01,Emas Perhiasan,
1,2026-09-01,Beras,
2,2026-09-01,Tepung Terigu,
3,2026-09-01,Daging Ayam Ras,
4,2026-09-01,Daging Sapi,
5,2026-09-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-09-01,Susu Bubuk,
7,2026-09-01,Susu Kental Manis,
8,2026-09-01,Telur Ayam Ras,
9,2026-09-01,Minyak Goreng,
10,2026-09-01,Tomat,
11,2026-09-01,Cabai Merah,
12,2026-09-01,Cabai Rawit,
13,2026-09-01,Bawang Merah,
14,2026-09-01,Bawang Putih,
15,2026-09-01,Tahu Mentah,
16,2026-09-01,Tempe,
17,2026-09-01,Gula Pasir,
18,2026-09-01,Susu Bubuk Untuk Balita,
19,2026-09-01,Susu Bubuk Untuk Bayi,
20,2026-09-01,Bahan Bakar Rumah Tangga,
21,2026-09-01,Emas Perhiasan,
1,2026-10-01,Beras,
2,2026-10-01,Tepung Terigu,
3,2026-10-01,Daging Ayam Ras,
4,2026-10-01,Daging Sapi,
5,2026-10-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-10-01,Susu Bubuk,
7,2026-10-01,Susu Kental Manis,
8,2026-10-01,Telur Ayam Ras,
9,2026-10-01,Minyak Goreng,
10,2026-10-01,Tomat,
11,2026-10-01,Cabai Merah,
12,2026-10-01,Cabai Rawit,
13,2026-10-01,Bawang Merah,
14,2026-10-01,Bawang Putih,
15,2026-10-01,Tahu Mentah,
16,2026-10-01,Tempe,
17,2026-10-01,Gula Pasir,
18,2026-10-01,Susu Bubuk Untuk Balita,
19,2026-10-01,Susu Bubuk Untuk Bayi,
20,2026-10-01,Bahan Bakar Rumah Tangga,
21,2026-10-01,Emas Perhiasan,
1,2026-11-01,Beras,
2,2026-11-01,Tepung Terigu,
3,2026-11-01,Daging Ayam Ras,
4,2026-11-01,Daging Sapi,
5,2026-11-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-11-01,Susu Bubuk,
7,2026-11-01,Susu Kental Manis,
8,2026-11-01,Telur Ayam Ras,
9,2026-11-01,Minyak Goreng,
10,2026-11-01,Tomat,
11,2026-11-01,Cabai Merah,
12,2026-11-01,Cabai Rawit,
13,2026-11-01,Bawang Merah,
14,2026-11-01,Bawang Putih,
15,2026-11-01,Tahu Mentah,
16,2026-11-01,Tempe,
17,2026-11-01,Gula Pasir,
18,2026-11-01,Susu Bubuk Untuk Balita,
19,2026-11-01,Susu Bubuk Untuk Bayi,
20,2026-11-01,Bahan Bakar Rumah Tangga,
21,2026-11-01,Emas Perhiasan,
1,2026-12-01,Beras,
2,2026-12-01,Tepung Terigu,
3,2026-12-01,Daging Ayam Ras,
4,2026-12-01,Daging Sapi,
5,2026-12-01,Ikan Kembung/Ikan Gembung/ Ikan Banyar/Ikan Gembolo/ Ikan Aso-Aso,
6,2026-12-01,Susu Bubuk,
7,2026-12-01,Susu Kental Manis,
8,2026-12-01,Telur Ayam Ras,
9,2026-12-01,Minyak Goreng,
10,2026-12-01,Tomat,
11,2026-12-01,Cabai Merah,
12,2026-12-01,Cabai Rawit,
13,2026-12-01,Bawang Merah,
14,2026-12-01,Bawang Putih,
15,2026-12-01,Tahu Mentah,
16,2026-12-01,Tempe,
17,2026-12-01,Gula Pasir,
18,2026-12-01,Susu Bubuk Untuk Balita,
19,2026-12-01,Susu Bubuk Untuk Bayi,
20,2026-12-01,Bahan Bakar Rumah Tangga,
21,2026-12-01,Emas Perhiasan,
